name,diameter,weight,red,green,blue
orange,7.93,144.53,156,80,2
orange,7.93,144.53,135,80,12
orange,7.93,144.55,167,73,2
orange,7.93,144.56,164,87,16
orange,7.93,144.57,152,91,2
orange,7.93,144.58,176,95,2
orange,7.94,144.59,165,81,17
orange,7.94,144.6,143,75,2
orange,7.94,144.6,155,91,13
orange,7.94,144.6,167,92,2
orange,7.94,144.61,144,85,11
orange,7.94,144.61,178,64,2
orange,7.94,144.62,148,76,9
orange,7.94,144.62,149,75,18
orange,7.94,144.62,151,89,15
orange,7.94,144.64,154,103,5
orange,7.94,144.64,152,95,5
orange,7.94,144.65,163,91,7
orange,7.94,144.65,150,108,4
orange,7.94,144.65,170,85,2
orange,7.94,144.65,170,76,2
orange,7.94,144.66,159,100,2
orange,7.95,144.67,169,79,2
orange,7.95,144.67,164,99,2
orange,7.95,144.71,139,107,2
orange,7.95,144.72,145,79,2
orange,7.95,144.72,150,90,7
orange,7.95,144.74,173,82,2
orange,7.95,144.76,158,76,11
orange,7.95,144.78,158,88,13
orange,7.95,144.81,144,86,7
orange,7.95,144.81,164,97,2
orange,7.95,144.81,161,80,2
orange,7.96,144.82,160,77,2
orange,7.96,144.82,160,93,2
orange,7.96,144.82,159,79,29
orange,7.96,144.84,149,71,14
orange,7.96,144.85,144,85,12
orange,7.96,144.86,143,83,3
orange,7.96,144.86,152,94,28
orange,7.96,144.88,161,68,13
orange,7.96,144.89,158,83,10
orange,7.96,144.9,147,81,2
orange,7.96,144.92,154,88,2
orange,7.96,144.92,154,85,4
orange,7.96,144.96,148,63,2
orange,7.96,144.98,149,100,2
orange,7.97,144.99,167,91,2
orange,7.97,145.0,153,75,2
orange,7.97,145.02,155,98,5
orange,7.97,145.04,167,85,2
orange,7.97,145.06,151,70,3
orange,7.97,145.07,163,108,15
orange,7.97,145.08,150,63,6
orange,7.97,145.08,164,93,2
orange,7.97,145.1,161,69,2
orange,7.97,145.11,154,99,2
orange,7.97,145.11,163,83,2
orange,7.97,145.12,155,82,2
orange,7.97,145.14,162,70,8
orange,7.97,145.15,134,81,2
orange,7.97,145.15,146,96,4
orange,7.97,145.19,145,83,11
orange,7.97,145.19,156,113,18
orange,7.97,145.19,149,67,2
orange,7.97,145.2,151,92,9
orange,7.98,145.23,155,67,2
orange,7.98,145.25,157,70,14
orange,7.98,145.25,156,81,11
orange,7.98,145.27,150,91,12
orange,7.98,145.28,145,92,2
orange,7.98,145.28,151,101,31
orange,7.98,145.29,167,98,2
orange,7.98,145.3,168,68,16
orange,7.98,145.31,178,77,2
orange,7.98,145.32,143,81,2
orange,7.98,145.33,169,81,3
orange,7.98,145.34,161,76,2
orange,7.98,145.34,163,67,27
orange,7.98,145.35,157,66,11
orange,7.98,145.36,143,88,10
orange,7.98,145.36,163,93,2
orange,7.98,145.37,168,76,5
orange,7.98,145.38,159,71,2
orange,7.98,145.38,155,76,2
orange,7.98,145.43,172,80,2
orange,7.98,145.44,150,75,3
orange,7.99,145.44,162,77,4
orange,7.99,145.45,150,72,2
orange,7.99,145.45,153,85,2
orange,7.99,145.46,141,72,2
orange,7.99,145.46,158,76,16
orange,7.99,145.48,158,82,6
orange,7.99,145.49,148,79,2
orange,7.99,145.49,166,81,12
orange,7.99,145.5,166,73,2
orange,7.99,145.5,160,74,18
orange,8.0,145.51,155,93,9
orange,8.0,145.52,160,85,8
orange,8.0,145.53,168,81,2
orange,8.0,145.57,156,90,2
orange,8.0,145.57,155,87,16
orange,8.0,145.58,146,82,13
orange,8.0,145.59,150,91,26
orange,8.0,145.59,167,74,16
orange,8.0,145.6,149,82,18
orange,8.0,145.61,163,92,13
orange,8.0,145.63,150,88,2
orange,8.0,145.64,159,104,16
orange,8.0,145.64,160,83,2
orange,8.0,145.65,145,99,21
orange,8.01,145.7,173,91,2
orange,8.01,145.7,163,64,3
orange,8.01,145.7,148,77,16
orange,8.01,145.71,170,64,6
orange,8.01,145.72,159,77,2
orange,8.01,145.72,136,77,4
orange,8.01,145.72,158,96,10
orange,8.01,145.74,172,94,2
orange,8.01,145.74,139,64,2
orange,8.01,145.76,154,75,2
orange,8.01,145.76,135,103,3
orange,8.01,145.79,154,79,2
orange,8.01,145.79,153,71,27
orange,8.01,145.8,165,68,11
orange,8.01,145.8,154,75,2
orange,8.01,145.82,156,95,20
orange,8.02,145.82,148,79,2
orange,8.02,145.84,175,74,17
orange,8.02,145.85,143,71,8
orange,8.02,145.85,138,73,2
orange,8.02,145.87,169,85,11
orange,8.02,145.88,154,96,5
orange,8.02,145.9,162,84,4
orange,8.02,145.91,142,69,2
orange,8.02,145.92,154,85,2
orange,8.02,145.92,156,81,9
orange,8.02,145.93,160,86,5
orange,8.02,145.95,136,72,2
orange,8.02,145.95,156,69,15
orange,8.03,145.96,162,85,11
orange,8.03,145.96,162,92,14
orange,8.03,145.96,168,105,15
orange,8.03,145.97,157,82,2
orange,8.03,145.98,165,106,2
orange,8.03,145.98,151,98,2
orange,8.03,145.99,153,72,14
orange,8.03,146.01,145,87,13
orange,8.03,146.01,152,75,2
orange,8.03,146.01,151,91,2
orange,8.03,146.05,162,80,12
orange,8.03,146.05,157,82,14
orange,8.03,146.09,155,87,11
orange,8.04,146.11,156,81,7
orange,8.04,146.12,165,78,6
orange,8.04,146.13,154,84,2
orange,8.04,146.14,166,86,7
orange,8.04,146.17,142,85,2
orange,8.04,146.17,138,76,2
orange,8.04,146.18,167,74,2
orange,8.05,146.18,162,99,2
orange,8.05,146.19,147,90,2
orange,8.05,146.2,149,96,2
orange,8.05,146.2,171,74,21
orange,8.05,146.21,159,88,2
orange,8.05,146.22,134,87,2
orange,8.05,146.24,159,80,2
orange,8.05,146.25,161,90,8
orange,8.05,146.3,164,84,15
orange,8.05,146.3,164,68,16
orange,8.05,146.31,152,81,2
orange,8.05,146.31,155,85,3
orange,8.05,146.33,161,116,2
orange,8.05,146.34,163,81,2
orange,8.05,146.34,159,88,2
orange,8.05,146.35,188,99,9
orange,8.05,146.35,153,75,11
orange,8.05,146.36,153,93,10
orange,8.05,146.38,166,79,12
orange,8.05,146.4,147,76,2
orange,8.06,146.41,175,81,11
orange,8.06,146.43,152,71,7
orange,8.06,146.43,156,83,2
orange,8.06,146.44,156,67,5
orange,8.06,146.44,140,80,13
orange,8.06,146.45,168,69,2
orange,8.06,146.45,153,70,2
orange,8.06,146.46,151,81,2
orange,8.06,146.46,164,88,16
orange,8.06,146.49,162,81,2
orange,8.06,146.5,157,70,2
orange,8.07,146.51,179,78,13
orange,8.07,146.56,154,73,2
orange,8.07,146.58,150,91,2
orange,8.07,146.58,168,98,2
orange,8.07,146.59,153,92,2
orange,8.07,146.59,157,94,5
orange,8.07,146.61,142,108,2
orange,8.07,146.61,156,86,5
orange,8.07,146.63,163,103,2
orange,8.07,146.63,157,74,2
orange,8.07,146.65,170,88,7
orange,8.07,146.65,154,86,12
orange,8.07,146.68,160,105,13
orange,8.07,146.71,173,93,2
orange,8.07,146.71,142,87,2
orange,8.07,146.71,156,95,2
orange,8.07,146.73,158,81,2
orange,8.07,146.73,172,94,2
orange,8.07,146.73,133,99,2
orange,8.08,146.75,171,69,8
orange,8.08,146.75,154,86,2
orange,8.08,146.75,157,78,2
orange,8.08,146.75,161,80,2
orange,8.08,146.75,151,97,16
orange,8.08,146.76,162,102,4
orange,8.08,146.78,160,73,10
orange,8.08,146.78,150,51,4
orange,8.08,146.8,158,82,6
orange,8.08,146.8,158,103,2
orange,8.08,146.8,161,99,5
orange,8.08,146.82,164,90,2
orange,8.08,146.82,153,90,10
orange,8.08,146.83,148,68,2
orange,8.08,146.83,180,85,2
orange,8.08,146.85,170,94,8
orange,8.08,146.86,163,96,11
orange,8.08,146.87,157,66,18
orange,8.09,146.88,155,85,7
orange,8.09,146.9,154,80,11
orange,8.09,146.9,155,96,2
orange,8.09,146.91,156,74,2
orange,8.09,146.94,171,61,20
orange,8.09,146.95,146,89,13
orange,8.09,146.96,158,76,2
orange,8.09,146.97,159,74,9
orange,8.09,146.97,145,89,13
orange,8.09,146.97,151,89,2
orange,8.09,146.98,173,65,18
orange,8.09,146.98,154,68,2
orange,8.09,147.0,151,70,2
orange,8.09,147.01,150,71,20
orange,8.09,147.01,159,80,4
orange,8.09,147.02,165,79,2
orange,8.09,147.02,161,90,6
orange,8.09,147.03,170,84,6
orange,8.09,147.03,159,101,6
orange,8.1,147.03,170,74,2
orange,8.1,147.04,150,75,2
orange,8.1,147.05,151,71,2
orange,8.1,147.05,157,106,2
orange,8.1,147.07,153,67,2
orange,8.1,147.07,145,76,16
orange,8.1,147.08,154,74,5
orange,8.1,147.1,155,80,20
orange,8.1,147.12,143,83,2
orange,8.1,147.14,160,76,2
orange,8.1,147.16,173,106,16
orange,8.1,147.16,156,63,7
orange,8.1,147.16,171,91,7
orange,8.1,147.18,171,95,12
orange,8.11,147.2,159,82,2
orange,8.11,147.22,174,82,16
orange,8.11,147.22,145,83,2
orange,8.11,147.23,150,69,9
orange,8.11,147.27,155,100,4
orange,8.11,147.28,135,86,13
orange,8.11,147.28,150,90,2
orange,8.11,147.3,146,63,2
orange,8.11,147.3,168,91,2
orange,8.11,147.3,142,80,5
orange,8.11,147.32,153,71,5
orange,8.11,147.34,158,83,2
orange,8.11,147.36,150,101,2
orange,8.11,147.36,157,79,18
orange,8.12,147.36,150,67,8
orange,8.12,147.37,150,83,2
orange,8.12,147.37,164,80,5
orange,8.12,147.38,167,88,12
orange,8.12,147.39,166,80,2
orange,8.12,147.41,160,80,38
orange,8.12,147.42,158,77,2
orange,8.12,147.45,157,96,2
orange,8.12,147.46,151,88,4
orange,8.12,147.46,165,99,3
orange,8.12,147.46,163,78,2
orange,8.12,147.46,168,94,2
orange,8.12,147.46,153,89,7
orange,8.12,147.47,182,95,2
orange,8.12,147.48,150,88,2
orange,8.12,147.49,172,76,12
orange,8.12,147.5,158,73,2
orange,8.13,147.51,157,73,35
orange,8.13,147.52,143,79,20
orange,8.13,147.53,139,81,2
orange,8.13,147.53,153,99,15
orange,8.13,147.55,155,75,2
orange,8.13,147.57,165,67,17
orange,8.13,147.57,166,89,21
orange,8.13,147.57,146,84,2
orange,8.13,147.58,163,80,3
orange,8.13,147.58,160,59,2
orange,8.13,147.59,169,92,2
orange,8.13,147.62,163,85,4
orange,8.13,147.64,141,87,2
orange,8.13,147.66,150,73,17
orange,8.13,147.66,171,72,7
orange,8.14,147.67,145,95,2
orange,8.14,147.68,160,80,2
orange,8.14,147.69,168,79,2
orange,8.14,147.69,155,90,2
orange,8.14,147.69,157,75,15
orange,8.14,147.73,156,61,18
orange,8.14,147.74,178,79,2
orange,8.14,147.75,160,76,2
orange,8.14,147.75,158,88,2
orange,8.14,147.75,160,71,2
orange,8.14,147.75,171,78,11
orange,8.14,147.77,168,73,9
orange,8.14,147.77,163,86,4
orange,8.14,147.81,165,109,2
orange,8.14,147.81,148,91,2
orange,8.14,147.82,153,99,2
orange,8.15,147.83,171,70,20
orange,8.15,147.83,151,74,12
orange,8.15,147.85,158,83,20
orange,8.15,147.85,147,67,15
orange,8.15,147.86,151,72,3
orange,8.15,147.86,161,79,13
orange,8.15,147.87,166,77,10
orange,8.15,147.87,173,73,7
orange,8.15,147.92,157,88,2
orange,8.15,147.93,157,82,2
orange,8.15,147.94,146,84,9
orange,8.15,147.95,136,85,2
orange,8.15,147.95,164,73,12
orange,8.15,147.96,170,93,10
orange,8.15,147.99,151,95,2
orange,8.15,148.0,159,87,8
orange,8.16,148.0,171,70,12
orange,8.16,148.0,154,93,10
orange,8.16,148.02,165,92,13
orange,8.16,148.02,161,77,12
orange,8.16,148.02,160,99,7
orange,8.16,148.02,154,82,8
orange,8.16,148.02,160,96,11
orange,8.16,148.03,161,86,23
orange,8.16,148.03,173,54,21
orange,8.16,148.04,165,82,8
orange,8.16,148.05,152,71,2
orange,8.16,148.06,152,68,2
orange,8.16,148.07,162,78,6
orange,8.16,148.09,144,91,10
orange,8.16,148.1,149,105,2
orange,8.16,148.11,155,104,5
orange,8.16,148.12,169,75,2
orange,8.16,148.13,158,96,15
orange,8.16,148.14,162,92,9
orange,8.17,148.14,145,91,6
orange,8.17,148.15,159,84,7
orange,8.17,148.15,151,73,16
orange,8.17,148.15,149,74,17
orange,8.17,148.16,163,78,5
orange,8.17,148.17,153,75,2
orange,8.17,148.18,155,62,2
orange,8.17,148.19,139,90,8
orange,8.17,148.19,148,89,2
orange,8.17,148.19,139,85,9
orange,8.17,148.2,146,88,2
orange,8.17,148.21,155,62,10
orange,8.17,148.21,165,86,2
orange,8.17,148.22,166,76,5
orange,8.17,148.23,174,97,2
orange,8.17,148.25,151,86,2
orange,8.17,148.25,153,82,2
orange,8.18,148.27,149,91,2
orange,8.18,148.27,146,82,2
orange,8.18,148.28,162,85,14
orange,8.18,148.28,158,81,23
orange,8.18,148.28,157,84,2
orange,8.18,148.28,151,86,2
orange,8.18,148.28,171,73,24
orange,8.19,148.29,161,82,5
orange,8.19,148.32,149,72,11
orange,8.19,148.32,163,99,2
orange,8.19,148.33,154,99,11
orange,8.19,148.34,150,73,2
orange,8.19,148.36,156,88,13
orange,8.19,148.37,161,67,2
orange,8.19,148.37,173,62,9
orange,8.19,148.37,164,97,2
orange,8.19,148.38,156,97,10
orange,8.19,148.39,153,87,14
orange,8.19,148.39,167,81,2
orange,8.19,148.4,147,84,3
orange,8.19,148.4,145,56,15
orange,8.19,148.41,162,80,2
orange,8.19,148.42,179,66,2
orange,8.19,148.45,157,90,2
orange,8.19,148.45,158,94,2
orange,8.2,148.47,172,97,2
orange,8.2,148.48,169,63,2
orange,8.2,148.49,156,100,3
orange,8.2,148.5,155,84,21
orange,8.2,148.52,156,98,2
orange,8.2,148.52,171,79,2
orange,8.2,148.52,148,101,2
orange,8.2,148.54,161,95,6
orange,8.2,148.54,173,82,2
orange,8.2,148.54,154,76,11
orange,8.2,148.55,156,79,4
orange,8.2,148.56,163,82,2
orange,8.2,148.57,149,76,18
orange,8.2,148.59,159,99,2
orange,8.2,148.61,159,81,5
orange,8.21,148.61,176,79,18
orange,8.21,148.62,147,89,2
orange,8.21,148.62,143,93,2
orange,8.21,148.62,164,73,11
orange,8.21,148.63,154,77,2
orange,8.21,148.64,177,81,2
orange,8.21,148.65,157,82,16
orange,8.21,148.66,168,76,10
orange,8.21,148.67,140,54,2
orange,8.21,148.67,161,88,11
orange,8.21,148.68,153,70,5
orange,8.21,148.7,156,76,21
orange,8.21,148.7,143,78,21
orange,8.21,148.71,152,91,5
orange,8.21,148.73,150,84,2
orange,8.21,148.73,144,87,2
orange,8.21,148.75,150,61,2
orange,8.21,148.75,165,81,17
orange,8.21,148.75,169,83,2
orange,8.22,148.76,164,78,22
orange,8.22,148.78,151,78,16
orange,8.22,148.8,161,74,13
orange,8.22,148.8,139,83,14
orange,8.22,148.81,158,86,6
orange,8.22,148.81,160,64,5
orange,8.22,148.82,147,59,26
orange,8.22,148.82,153,95,2
orange,8.22,148.82,159,78,2
orange,8.22,148.84,160,58,2
orange,8.22,148.85,153,79,18
orange,8.22,148.86,162,69,14
orange,8.22,148.87,150,54,2
orange,8.22,148.88,164,93,18
orange,8.22,148.89,150,89,23
orange,8.22,148.9,149,74,2
orange,8.23,148.91,145,79,11
orange,8.23,148.91,171,90,11
orange,8.23,148.92,158,70,2
orange,8.23,148.93,160,86,4
orange,8.23,148.96,170,73,13
orange,8.23,148.96,162,76,2
orange,8.23,148.96,149,85,2
orange,8.23,148.97,158,90,29
orange,8.23,148.97,166,68,2
orange,8.23,148.98,169,84,2
orange,8.23,149.02,182,69,6
orange,8.23,149.02,144,74,15
orange,8.23,149.03,133,87,9
orange,8.23,149.03,151,68,4
orange,8.24,149.03,166,87,17
orange,8.24,149.04,168,79,8
orange,8.24,149.05,170,83,2
orange,8.24,149.06,150,91,4
orange,8.24,149.06,176,72,2
orange,8.24,149.06,157,76,12
orange,8.24,149.07,161,92,3
orange,8.24,149.07,147,84,2
orange,8.24,149.09,134,79,19
orange,8.24,149.11,150,90,12
orange,8.24,149.11,153,88,6
orange,8.24,149.14,151,91,14
orange,8.24,149.16,159,83,2
orange,8.24,149.16,148,96,2
orange,8.24,149.18,166,60,2
orange,8.24,149.18,171,75,18
orange,8.25,149.19,169,87,4
orange,8.25,149.19,154,85,11
orange,8.25,149.21,172,76,2
orange,8.25,149.21,154,89,29
orange,8.25,149.22,162,80,2
orange,8.25,149.24,155,79,2
orange,8.25,149.24,147,74,2
orange,8.25,149.25,148,66,2
orange,8.25,149.25,163,70,12
orange,8.25,149.25,167,85,9
orange,8.25,149.26,172,85,9
orange,8.25,149.27,157,71,6
orange,8.25,149.28,163,91,2
orange,8.25,149.29,171,97,2
orange,8.25,149.29,164,71,2
orange,8.25,149.29,143,94,10
orange,8.25,149.31,171,88,13
orange,8.25,149.31,143,93,14
orange,8.25,149.32,160,92,5
orange,8.25,149.34,159,93,2
orange,8.26,149.35,139,83,2
orange,8.26,149.36,151,71,2
orange,8.26,149.36,136,73,2
orange,8.26,149.38,167,85,2
orange,8.27,149.38,163,84,2
orange,8.27,149.39,161,72,6
orange,8.27,149.43,139,84,17
orange,8.27,149.44,144,79,2
orange,8.27,149.44,148,67,2
orange,8.27,149.44,160,90,2
orange,8.27,149.44,148,93,7
orange,8.27,149.45,159,82,5
orange,8.27,149.45,158,84,2
orange,8.27,149.46,144,75,2
orange,8.27,149.46,150,75,2
orange,8.27,149.46,130,82,25
orange,8.27,149.48,143,89,7
orange,8.27,149.48,150,89,2
orange,8.27,149.49,168,90,2
orange,8.27,149.49,146,71,12
orange,8.27,149.5,139,79,7
orange,8.27,149.5,173,77,4
orange,8.28,149.5,150,78,6
orange,8.28,149.53,169,96,5
orange,8.28,149.53,167,89,2
orange,8.28,149.54,163,92,17
orange,8.28,149.54,153,86,2
orange,8.28,149.56,151,73,2
orange,8.28,149.57,153,65,23
orange,8.28,149.6,144,93,2
orange,8.29,149.6,164,68,2
orange,8.29,149.61,170,84,2
orange,8.29,149.63,161,83,2
orange,8.29,149.64,148,70,10
orange,8.29,149.66,150,84,2
orange,8.29,149.67,159,91,7
orange,8.29,149.68,158,90,6
orange,8.29,149.69,156,70,15
orange,8.29,149.69,145,97,5
orange,8.29,149.7,154,103,2
orange,8.29,149.71,139,83,10
orange,8.29,149.73,158,91,2
orange,8.29,149.74,151,83,8
orange,8.3,149.75,154,80,2
orange,8.3,149.77,147,82,14
orange,8.3,149.78,147,97,9
orange,8.3,149.78,172,61,2
orange,8.3,149.79,149,80,4
orange,8.3,149.79,143,90,2
orange,8.3,149.8,164,86,2
orange,8.3,149.81,158,96,13
orange,8.3,149.81,137,76,2
orange,8.3,149.81,148,94,2
orange,8.3,149.82,164,88,8
orange,8.31,149.82,171,95,4
orange,8.31,149.82,159,80,2
orange,8.31,149.83,157,72,6
orange,8.31,149.83,161,61,10
orange,8.31,149.84,158,83,12
orange,8.31,149.85,170,77,2
orange,8.31,149.86,161,85,2
orange,8.31,149.87,165,83,2
orange,8.31,149.88,164,100,2
orange,8.31,149.89,163,62,19
orange,8.31,149.9,144,76,2
orange,8.31,149.9,153,60,8
orange,8.32,149.92,148,98,2
orange,8.32,149.92,148,80,5
orange,8.32,149.93,168,64,2
orange,8.32,149.93,170,85,12
orange,8.32,149.93,154,92,10
orange,8.32,149.94,158,88,2
orange,8.32,149.95,163,76,2
orange,8.32,149.97,144,86,21
orange,8.32,149.97,144,89,8
orange,8.32,149.97,164,103,16
orange,8.32,149.98,160,66,2
orange,8.32,149.98,165,83,2
orange,8.32,149.99,167,77,2
orange,8.32,150.01,143,92,17
orange,8.32,150.04,162,94,11
orange,8.32,150.04,155,88,3
orange,8.32,150.04,163,92,2
orange,8.32,150.05,162,86,13
orange,8.32,150.06,153,79,22
orange,8.32,150.07,149,84,32
orange,8.33,150.08,161,89,16
orange,8.33,150.08,150,85,16
orange,8.33,150.09,155,80,7
orange,8.33,150.1,163,93,2
orange,8.33,150.12,132,89,2
orange,8.33,150.12,144,82,7
orange,8.33,150.13,148,78,2
orange,8.33,150.14,170,89,2
orange,8.33,150.15,155,79,19
orange,8.33,150.17,162,85,5
orange,8.33,150.18,154,82,2
orange,8.33,150.22,164,74,2
orange,8.33,150.22,171,83,8
orange,8.33,150.23,170,84,6
orange,8.33,150.23,143,84,4
orange,8.33,150.23,146,79,7
orange,8.33,150.24,156,62,2
orange,8.33,150.25,144,79,14
orange,8.33,150.25,149,89,5
orange,8.33,150.26,166,67,15
orange,8.33,150.26,147,91,2
orange,8.33,150.27,168,71,2
orange,8.33,150.29,163,83,23
orange,8.33,150.3,170,75,7
orange,8.34,150.3,151,99,2
orange,8.34,150.31,175,71,2
orange,8.34,150.35,145,90,2
orange,8.34,150.36,154,88,7
orange,8.34,150.36,159,73,14
orange,8.34,150.37,170,78,5
orange,8.34,150.39,164,75,2
orange,8.34,150.4,146,84,2
orange,8.34,150.41,161,79,10
orange,8.34,150.41,162,77,2
orange,8.34,150.42,153,78,2
orange,8.34,150.43,161,72,14
orange,8.34,150.46,170,79,5
orange,8.34,150.46,161,82,14
orange,8.34,150.48,150,67,2
orange,8.35,150.49,170,71,16
orange,8.35,150.52,159,95,8
orange,8.35,150.52,157,76,16
orange,8.35,150.53,165,94,2
orange,8.35,150.53,160,96,2
orange,8.35,150.54,163,86,21
orange,8.35,150.54,157,70,13
orange,8.35,150.55,169,76,22
orange,8.35,150.58,160,80,3
orange,8.35,150.59,167,91,2
orange,8.35,150.61,169,93,10
orange,8.35,150.63,166,73,14
orange,8.35,150.64,140,70,2
orange,8.35,150.64,146,73,7
orange,8.35,150.65,159,86,2
orange,8.36,150.65,175,89,2
orange,8.36,150.65,144,89,2
orange,8.36,150.67,145,86,7
orange,8.36,150.7,147,86,4
orange,8.36,150.72,152,85,20
orange,8.36,150.73,167,79,2
orange,8.36,150.73,148,76,2
orange,8.36,150.75,135,74,2
orange,8.36,150.76,166,75,20
orange,8.36,150.76,159,96,12
orange,8.36,150.77,149,86,2
orange,8.36,150.77,149,85,3
orange,8.36,150.78,151,73,2
orange,8.36,150.78,162,78,5
orange,8.36,150.78,156,79,2
orange,8.36,150.79,146,71,2
orange,8.36,150.8,161,100,2
orange,8.36,150.82,135,76,12
orange,8.37,150.83,158,70,8
orange,8.37,150.83,175,62,11
orange,8.37,150.84,145,72,9
orange,8.37,150.84,155,83,6
orange,8.37,150.85,154,87,7
orange,8.37,150.86,162,83,9
orange,8.37,150.88,175,81,2
orange,8.37,150.88,161,71,7
orange,8.37,150.88,158,87,7
orange,8.37,150.89,161,76,4
orange,8.37,150.9,149,70,2
orange,8.37,150.93,170,80,13
orange,8.37,150.94,154,76,6
orange,8.37,150.94,146,75,7
orange,8.38,150.95,161,96,10
orange,8.38,150.97,158,72,8
orange,8.38,150.97,161,95,15
orange,8.38,150.99,156,74,3
orange,8.38,151.01,148,85,9
orange,8.38,151.01,166,84,5
orange,8.38,151.03,170,105,3
orange,8.38,151.03,151,59,2
orange,8.38,151.04,145,92,9
orange,8.38,151.04,153,73,17
orange,8.38,151.05,154,66,2
orange,8.38,151.05,160,82,2
orange,8.38,151.09,161,89,2
orange,8.38,151.1,154,81,3
orange,8.38,151.1,159,85,2
orange,8.38,151.11,149,72,2
orange,8.38,151.11,152,96,2
orange,8.39,151.11,157,94,17
orange,8.39,151.12,139,69,7
orange,8.39,151.12,147,73,7
orange,8.39,151.13,172,62,2
orange,8.39,151.13,163,77,2
orange,8.39,151.15,169,85,17
orange,8.39,151.15,156,80,10
orange,8.39,151.16,161,82,8
orange,8.39,151.16,166,85,18
orange,8.39,151.17,168,65,27
orange,8.39,151.17,143,80,13
orange,8.39,151.21,169,89,14
orange,8.39,151.23,164,88,21
orange,8.39,151.23,155,84,6
orange,8.39,151.25,166,74,11
orange,8.39,151.26,148,77,7
orange,8.39,151.27,164,99,2
orange,8.39,151.27,157,85,2
orange,8.4,151.27,162,89,2
orange,8.4,151.3,154,87,2
orange,8.4,151.3,170,76,12
orange,8.4,151.3,157,83,18
orange,8.4,151.33,140,106,2
orange,8.4,151.34,166,87,2
orange,8.4,151.36,177,92,18
orange,8.4,151.37,144,65,15
orange,8.4,151.37,171,77,2
orange,8.4,151.37,142,92,12
orange,8.4,151.38,140,85,18
orange,8.4,151.4,155,75,2
orange,8.4,151.4,150,86,7
orange,8.4,151.41,156,81,22
orange,8.4,151.41,172,72,17
orange,8.4,151.42,149,89,7
orange,8.4,151.42,157,79,12
orange,8.4,151.43,172,79,15
orange,8.4,151.45,138,77,11
orange,8.4,151.46,160,90,2
orange,8.4,151.48,141,85,2
orange,8.4,151.51,154,86,8
orange,8.4,151.53,155,89,20
orange,8.4,151.54,156,72,2
orange,8.4,151.56,157,95,2
orange,8.4,151.57,157,66,16
orange,8.41,151.59,146,88,2
orange,8.41,151.6,160,83,16
orange,8.41,151.6,146,85,17
orange,8.41,151.61,159,68,13
orange,8.41,151.62,161,89,2
orange,8.41,151.64,149,88,2
orange,8.41,151.65,163,89,2
orange,8.41,151.66,166,87,21
orange,8.41,151.66,159,92,13
orange,8.41,151.69,153,93,3
orange,8.41,151.7,153,74,7
orange,8.42,151.7,162,68,2
orange,8.42,151.71,162,103,2
orange,8.42,151.71,152,105,2
orange,8.42,151.72,145,92,2
orange,8.42,151.72,144,92,15
orange,8.42,151.73,174,70,2
orange,8.42,151.74,151,88,2
orange,8.42,151.75,171,65,20
orange,8.42,151.75,159,92,2
orange,8.42,151.75,141,89,14
orange,8.42,151.77,159,81,4
orange,8.42,151.77,162,76,21
orange,8.42,151.77,151,78,15
orange,8.42,151.77,163,89,15
orange,8.42,151.78,167,94,2
orange,8.42,151.79,165,83,2
orange,8.42,151.79,161,67,2
orange,8.42,151.79,141,74,2
orange,8.42,151.81,173,93,6
orange,8.42,151.82,147,95,26
orange,8.42,151.83,147,82,2
orange,8.42,151.83,145,74,2
orange,8.42,151.85,158,76,23
orange,8.42,151.87,166,81,2
orange,8.42,151.88,169,88,8
orange,8.42,151.88,172,78,4
orange,8.42,151.88,163,77,2
orange,8.42,151.89,158,79,14
orange,8.42,151.9,161,61,27
orange,8.43,151.91,148,73,15
orange,8.43,151.93,160,90,18
orange,8.43,151.96,156,82,13
orange,8.43,151.96,155,74,2
orange,8.43,151.97,158,89,2
orange,8.43,151.98,179,63,8
orange,8.43,151.99,143,73,14
orange,8.43,152.0,149,90,3
orange,8.43,152.0,168,97,10
orange,8.43,152.01,165,59,8
orange,8.43,152.01,153,74,22
orange,8.43,152.02,170,82,6
orange,8.43,152.02,144,82,2
orange,8.43,152.04,166,55,3
orange,8.43,152.04,157,90,2
orange,8.43,152.05,161,61,3
orange,8.43,152.06,153,83,23
orange,8.43,152.06,162,99,4
orange,8.43,152.07,155,79,11
orange,8.43,152.07,152,77,8
orange,8.43,152.08,171,100,6
orange,8.43,152.08,156,89,4
orange,8.43,152.1,165,86,6
orange,8.44,152.1,169,63,5
orange,8.44,152.11,161,63,19
orange,8.44,152.11,155,77,6
orange,8.44,152.12,160,78,2
orange,8.44,152.12,150,85,2
orange,8.44,152.12,154,81,13
orange,8.44,152.13,164,78,4
orange,8.44,152.14,147,70,12
orange,8.44,152.15,155,72,6
orange,8.44,152.15,171,75,2
orange,8.44,152.16,171,67,2
orange,8.44,152.21,164,90,7
orange,8.44,152.22,147,75,8
orange,8.45,152.22,153,62,12
orange,8.45,152.24,148,71,8
orange,8.45,152.25,148,99,2
orange,8.45,152.26,158,69,10
orange,8.45,152.28,164,81,2
orange,8.45,152.28,137,82,2
orange,8.45,152.29,160,80,2
orange,8.45,152.3,157,77,7
orange,8.45,152.3,138,91,2
orange,8.45,152.31,163,82,2
orange,8.45,152.31,158,64,2
orange,8.45,152.31,153,79,20
orange,8.45,152.33,152,86,2
